Año,Total_Población,Sexo,Edad,Mes_Alto_Desempleo,Posición_Ocupación,Sector_Económico,Nivel_Ingresos,Jornada,Nivel_Estudios,Profesión,Tipo_Empleo
2021,11925873,Hombre,27,Diciembre,Empleador,Agricultura,"$5,001 - $10,000",Menos de 20 horas,Primaria,Enfermero,Informal
2021,12000345,Mujer,40,Septiembre,Trabajador sin pago,Industria manufacturera,"$5,001 - $10,000",20 a 40 horas,Universidad,Comerciante,Informal
2021,10204858,Mujer,23,Octubre,Trabajador sin pago,Comercio,"Menos de $5,000",20 a 40 horas,Posgrado,Comerciante,Informal
2021,10596681,Mujer,62,Junio,Trabajador familiar no remunerado,Industria manufacturera,"$5,001 - $10,000",Menos de 20 horas,Sin estudios,Abogado,Informal
2021,10300784,Hombre,36,Marzo,Trabajador por cuenta propia,Construcción,"$15,001 - $20,000",Menos de 20 horas,Posgrado,Médico,Formal
2021,11999304,Hombre,30,Mayo,Trabajador familiar no remunerado,Servicios,"$5,001 - $10,000",20 a 40 horas,Preparatoria,Abogado,Formal
2021,10239251,Mujer,32,Noviembre,Trabajador familiar no remunerado,Salud,"Más de $20,000",20 a 40 horas,Universidad,Agricultor,Formal
2021,10268512,Mujer,63,Diciembre,Trabajador por cuenta propia,Educación,"$10,001 - $15,000",20 a 40 horas,Universidad,Docente,Formal
2021,12058330,Hombre,59,Noviembre,Trabajador familiar no remunerado,Industria manufacturera,"$10,001 - $15,000",Menos de 20 horas,Preparatoria,Técnico,Formal
2021,10278726,Mujer,31,Junio,Empleado,Comercio,"$5,001 - $10,000",Más de 40 horas,Secundaria,Docente,Formal
2021,10539711,Mujer,45,Julio,Empleador,Comercio,"$15,001 - $20,000",20 a 40 horas,Posgrado,Médico,Formal
2021,10621615,Hombre,51,Marzo,Trabajador sin pago,Construcción,"$5,001 - $10,000",Menos de 20 horas,Primaria,Docente,Formal
2021,10892456,Mujer,54,Febrero,Trabajador por cuenta propia,Comercio,"Menos de $5,000",Menos de 20 horas,Sin estudios,Abogado,Formal
2021,10731919,Mujer,47,Agosto,Empleado,Salud,"Menos de $5,000",Más de 40 horas,Preparatoria,Enfermero,Informal
2021,12156254,Hombre,46,Julio,Trabajador por cuenta propia,Construcción,"$15,001 - $20,000",Más de 40 horas,Universidad,Comerciante,Informal
2021,10722449,Hombre,29,Mayo,Empleador,Comercio,"Menos de $5,000",Menos de 20 horas,Primaria,Abogado,Informal
2021,11911411,Mujer,28,Abril,Empleado,Comercio,"$10,001 - $15,000",Más de 40 horas,Primaria,Docente,Formal
2021,11332847,Mujer,47,Febrero,Trabajador sin pago,Construcción,"Menos de $5,000",Menos de 20 horas,Preparatoria,Médico,Formal
2021,11588141,Hombre,36,Enero,Empleador,Agricultura,"$15,001 - $20,000",Más de 40 horas,Preparatoria,Técnico,Informal
2021,11730181,Hombre,48,Noviembre,Trabajador familiar no remunerado,Servicios,"$10,001 - $15,000",20 a 40 horas,Sin estudios,Médico,Informal
2021,10304954,Mujer,41,Noviembre,Trabajador sin pago,Comercio,"Más de $20,000",20 a 40 horas,Primaria,Enfermero,Formal
2021,10911937,Hombre,29,Marzo,Empleador,Educación,"Menos de $5,000",Más de 40 horas,Posgrado,Comerciante,Informal
2021,11026703,Mujer,63,Mayo,Trabajador sin pago,Salud,"$5,001 - $10,000",Menos de 20 horas,Preparatoria,Abogado,Formal
2021,11146590,Hombre,29,Febrero,Trabajador por cuenta propia,Agricultura,"Menos de $5,000",Menos de 20 horas,Sin estudios,Enfermero,Formal
2021,10694311,Mujer,62,Septiembre,Trabajador familiar no remunerado,Construcción,"Más de $20,000",Menos de 20 horas,Posgrado,Ingeniero,Informal
2021,11993186,Hombre,49,Mayo,Empleado,Construcción,"$5,001 - $10,000",Más de 40 horas,Primaria,Comerciante,Formal
2021,11432615,Mujer,62,Junio,Trabajador por cuenta propia,Educación,"$10,001 - $15,000",Más de 40 horas,Sin estudios,Enfermero,Formal
2021,10562101,Hombre,27,Agosto,Trabajador familiar no remunerado,Salud,"$10,001 - $15,000",Menos de 20 horas,Primaria,Enfermero,Formal
2021,10542988,Hombre,41,Mayo,Trabajador por cuenta propia,Comercio,"Menos de $5,000",20 a 40 horas,Primaria,Agricultor,Informal
2021,11636757,Mujer,55,Noviembre,Trabajador familiar no remunerado,Construcción,"$5,001 - $10,000",Menos de 20 horas,Posgrado,Docente,Formal
2021,10624372,Mujer,36,Mayo,Trabajador familiar no remunerado,Construcción,"Menos de $5,000",20 a 40 horas,Universidad,Enfermero,Informal
2021,10224628,Mujer,47,Enero,Trabajador por cuenta propia,Agricultura,"$10,001 - $15,000",Más de 40 horas,Posgrado,Agricultor,Informal
2021,10349676,Mujer,30,Noviembre,Trabajador familiar no remunerado,Industria manufacturera,"$10,001 - $15,000",Más de 40 horas,Posgrado,Médico,Informal
2021,11095774,Hombre,28,Octubre,Empleador,Industria manufacturera,"$5,001 - $10,000",20 a 40 horas,Primaria,Enfermero,Informal
2021,11194396,Mujer,28,Marzo,Empleador,Educación,"$5,001 - $10,000",Menos de 20 horas,Preparatoria,Ingeniero,Informal
2021,10932513,Hombre,27,Octubre,Trabajador por cuenta propia,Agricultura,"$10,001 - $15,000",Más de 40 horas,Posgrado,Médico,Formal
2021,11442623,Mujer,25,Febrero,Empleador,Construcción,"$15,001 - $20,000",Menos de 20 horas,Sin estudios,Médico,Informal
2021,10862290,Mujer,32,Julio,Trabajador por cuenta propia,Industria manufacturera,"$5,001 - $10,000",Más de 40 horas,Preparatoria,Médico,Informal
2021,11592677,Hombre,20,Julio,Trabajador familiar no remunerado,Agricultura,"$10,001 - $15,000",Más de 40 horas,Secundaria,Docente,Informal
2021,10403625,Hombre,31,Diciembre,Empleado,Comercio,"Más de $20,000",Menos de 20 horas,Sin estudios,Técnico,Formal
2021,11677176,Hombre,22,Noviembre,Empleado,Comercio,"$5,001 - $10,000",Menos de 20 horas,Primaria,Ingeniero,Informal
2021,11771151,Mujer,50,Noviembre,Empleado,Salud,"$10,001 - $15,000",Más de 40 horas,Primaria,Agricultor,Informal
2021,11323623,Mujer,43,Mayo,Empleado,Agricultura,"Más de $20,000",Menos de 20 horas,Universidad,Comerciante,Informal
2021,11366586,Hombre,42,Mayo,Empleador,Construcción,"$5,001 - $10,000",Más de 40 horas,Sin estudios,Docente,Informal
2021,10572582,Mujer,46,Noviembre,Trabajador sin pago,Industria manufacturera,"$5,001 - $10,000",20 a 40 horas,Universidad,Comerciante,Informal
2021,11537575,Mujer,36,Julio,Empleador,Construcción,"Menos de $5,000",Más de 40 horas,Preparatoria,Médico,Formal
2021,10821164,Hombre,25,Octubre,Trabajador por cuenta propia,Salud,"$15,001 - $20,000",Menos de 20 horas,Primaria,Ingeniero,Formal
2021,10583824,Hombre,37,Diciembre,Empleado,Agricultura,"$10,001 - $15,000",Menos de 20 horas,Universidad,Técnico,Formal
2021,11868992,Hombre,36,Diciembre,Trabajador familiar no remunerado,Educación,"Más de $20,000",Más de 40 horas,Sin estudios,Ingeniero,Informal
2021,12009214,Mujer,27,Julio,Trabajador sin pago,Educación,"Más de $20,000",Más de 40 horas,Secundaria,Ingeniero,Formal
2021,11277280,Hombre,25,Diciembre,Trabajador sin pago,Agricultura,"Menos de $5,000",Menos de 20 horas,Preparatoria,Agricultor,Informal
2021,10243907,Hombre,63,Enero,Empleado,Agricultura,"$10,001 - $15,000",Menos de 20 horas,Posgrado,Médico,Informal
2021,10605571,Mujer,30,Febrero,Empleado,Servicios,"Menos de $5,000",20 a 40 horas,Primaria,Técnico,Formal
2021,12058697,Hombre,53,Diciembre,Empleado,Servicios,"Más de $20,000",Más de 40 horas,Primaria,Agricultor,Formal
2021,11584088,Hombre,21,Agosto,Trabajador familiar no remunerado,Educación,"$15,001 - $20,000",Menos de 20 horas,Preparatoria,Agricultor,Formal
2021,11998925,Hombre,29,Septiembre,Trabajador por cuenta propia,Construcción,"Más de $20,000",Más de 40 horas,Preparatoria,Abogado,Formal
2021,11908250,Mujer,44,Diciembre,Empleado,Educación,"$10,001 - $15,000",Más de 40 horas,Sin estudios,Agricultor,Formal
2021,11033931,Mujer,24,Abril,Trabajador familiar no remunerado,Educación,"$10,001 - $15,000",Menos de 20 horas,Sin estudios,Ingeniero,Formal
2021,10525168,Hombre,30,Abril,Trabajador sin pago,Comercio,"Menos de $5,000",Más de 40 horas,Universidad,Abogado,Informal
2021,12082637,Hombre,47,Diciembre,Trabajador sin pago,Salud,"Menos de $5,000",Más de 40 horas,Preparatoria,Comerciante,Formal
2021,11051570,Mujer,49,Julio,Empleado,Salud,"Menos de $5,000",20 a 40 horas,Posgrado,Comerciante,Formal
2021,10213157,Hombre,59,Mayo,Trabajador por cuenta propia,Construcción,"Menos de $5,000",Más de 40 horas,Primaria,Enfermero,Informal
2021,11059311,Hombre,47,Septiembre,Empleado,Servicios,"Más de $20,000",20 a 40 horas,Universidad,Abogado,Informal
2021,10933884,Mujer,29,Diciembre,Empleado,Salud,"$5,001 - $10,000",Más de 40 horas,Preparatoria,Agricultor,Informal
2021,11659473,Mujer,52,Julio,Trabajador por cuenta propia,Educación,"$10,001 - $15,000",Más de 40 horas,Sin estudios,Médico,Informal
2021,11139979,Hombre,37,Octubre,Trabajador sin pago,Educación,"Más de $20,000",Menos de 20 horas,Secundaria,Comerciante,Formal
2021,11463206,Mujer,60,Julio,Empleado,Construcción,"$15,001 - $20,000",Más de 40 horas,Secundaria,Médico,Formal
2021,11133341,Mujer,58,Agosto,Trabajador por cuenta propia,Construcción,"Más de $20,000",20 a 40 horas,Preparatoria,Técnico,Formal
2021,11803209,Mujer,54,Octubre,Trabajador familiar no remunerado,Industria manufacturera,"Menos de $5,000",Más de 40 horas,Sin estudios,Enfermero,Informal
2021,11638649,Mujer,34,Septiembre,Empleador,Salud,"Más de $20,000",Más de 40 horas,Secundaria,Agricultor,Informal
2021,10357848,Hombre,56,Septiembre,Empleador,Agricultura,"$15,001 - $20,000",20 a 40 horas,Primaria,Técnico,Informal
2021,11288395,Mujer,31,Julio,Trabajador sin pago,Educación,"Más de $20,000",Menos de 20 horas,Preparatoria,Técnico,Formal
2021,10756208,Mujer,38,Enero,Trabajador sin pago,Comercio,"Más de $20,000",20 a 40 horas,Sin estudios,Comerciante,Formal
2021,10448025,Hombre,28,Julio,Trabajador por cuenta propia,Industria manufacturera,"Menos de $5,000",20 a 40 horas,Preparatoria,Técnico,Formal
2021,10237912,Hombre,35,Septiembre,Empleador,Servicios,"Más de $20,000",Menos de 20 horas,Primaria,Docente,Formal
2021,12034869,Hombre,39,Agosto,Empleador,Salud,"Más de $20,000",Más de 40 horas,Primaria,Enfermero,Informal
2021,11947782,Hombre,53,Junio,Trabajador familiar no remunerado,Construcción,"$5,001 - $10,000",Menos de 20 horas,Primaria,Enfermero,Informal
2021,12119310,Hombre,21,Enero,Trabajador por cuenta propia,Agricultura,"$10,001 - $15,000",Más de 40 horas,Preparatoria,Agricultor,Formal
2021,11441878,Mujer,59,Abril,Empleado,Servicios,"$15,001 - $20,000",20 a 40 horas,Sin estudios,Técnico,Formal
2021,11931131,Mujer,52,Noviembre,Empleador,Industria manufacturera,"$15,001 - $20,000",Más de 40 horas,Sin estudios,Enfermero,Formal
2021,11570756,Hombre,51,Agosto,Trabajador por cuenta propia,Industria manufacturera,"Menos de $5,000",Menos de 20 horas,Sin estudios,Abogado,Informal
2021,10980898,Hombre,21,Abril,Empleador,Servicios,"$10,001 - $15,000",20 a 40 horas,Primaria,Docente,Informal
2021,11214912,Mujer,60,Junio,Trabajador familiar no remunerado,Educación,"$15,001 - $20,000",20 a 40 horas,Primaria,Técnico,Formal
2021,10992366,Hombre,26,Febrero,Empleador,Servicios,"Más de $20,000",Más de 40 horas,Preparatoria,Enfermero,Formal
2021,10861497,Mujer,29,Marzo,Trabajador por cuenta propia,Agricultura,"Más de $20,000",Menos de 20 horas,Secundaria,Abogado,Formal
2021,12154273,Mujer,46,Enero,Empleador,Industria manufacturera,"$10,001 - $15,000",20 a 40 horas,Preparatoria,Técnico,Informal
2021,11635991,Mujer,41,Octubre,Trabajador por cuenta propia,Educación,"$15,001 - $20,000",20 a 40 horas,Primaria,Ingeniero,Formal
2021,11320670,Hombre,38,Enero,Trabajador familiar no remunerado,Construcción,"Menos de $5,000",Menos de 20 horas,Secundaria,Comerciante,Informal
2021,10657517,Hombre,28,Diciembre,Trabajador sin pago,Agricultura,"Menos de $5,000",Más de 40 horas,Primaria,Agricultor,Formal
2021,11580790,Hombre,23,Febrero,Trabajador familiar no remunerado,Comercio,"$5,001 - $10,000",Más de 40 horas,Preparatoria,Enfermero,Formal
2021,11092545,Mujer,52,Noviembre,Trabajador sin pago,Salud,"$5,001 - $10,000",Más de 40 horas,Secundaria,Comerciante,Informal
2021,11362123,Mujer,28,Marzo,Trabajador sin pago,Salud,"$10,001 - $15,000",Menos de 20 horas,Posgrado,Comerciante,Formal
2021,11694855,Mujer,24,Julio,Empleado,Educación,"$10,001 - $15,000",20 a 40 horas,Secundaria,Ingeniero,Informal
2021,10339586,Hombre,39,Enero,Trabajador sin pago,Construcción,"Menos de $5,000",20 a 40 horas,Secundaria,Ingeniero,Informal
2021,11140020,Mujer,37,Mayo,Trabajador familiar no remunerado,Comercio,"$10,001 - $15,000",Más de 40 horas,Primaria,Comerciante,Formal
2021,10824035,Mujer,51,Diciembre,Empleador,Agricultura,"$15,001 - $20,000",Menos de 20 horas,Secundaria,Técnico,Informal
2021,10618253,Mujer,36,Octubre,Trabajador por cuenta propia,Agricultura,"$10,001 - $15,000",Menos de 20 horas,Preparatoria,Docente,Formal
2021,10609438,Hombre,51,Abril,Trabajador familiar no remunerado,Agricultura,"Menos de $5,000",Más de 40 horas,Primaria,Abogado,Formal
2021,11095743,Hombre,50,Agosto,Trabajador sin pago,Educación,"$5,001 - $10,000",Más de 40 horas,Sin estudios,Comerciante,Formal
2021,11206463,Mujer,30,Enero,Empleador,Construcción,"Más de $20,000",20 a 40 horas,Primaria,Comerciante,Formal
2021,10857375,Hombre,25,Agosto,Empleador,Industria manufacturera,"$10,001 - $15,000",Más de 40 horas,Primaria,Comerciante,Formal
2021,11212150,Hombre,24,Septiembre,Trabajador sin pago,Construcción,"Menos de $5,000",20 a 40 horas,Preparatoria,Enfermero,Formal
2021,10813495,Mujer,42,Agosto,Empleado,Salud,"$15,001 - $20,000",20 a 40 horas,Posgrado,Agricultor,Formal
2021,11442541,Mujer,55,Febrero,Empleador,Comercio,"$5,001 - $10,000",20 a 40 horas,Primaria,Técnico,Informal
2021,11519328,Mujer,34,Junio,Empleado,Educación,"Más de $20,000",Más de 40 horas,Universidad,Docente,Formal
2021,10435228,Hombre,52,Octubre,Trabajador sin pago,Servicios,"$15,001 - $20,000",Menos de 20 horas,Universidad,Docente,Formal
2021,11946215,Mujer,28,Febrero,Empleado,Educación,"Más de $20,000",20 a 40 horas,Posgrado,Técnico,Informal
2021,10556937,Mujer,42,Mayo,Trabajador sin pago,Construcción,"Más de $20,000",20 a 40 horas,Universidad,Enfermero,Informal
2021,11118637,Hombre,53,Junio,Trabajador familiar no remunerado,Servicios,"Más de $20,000",20 a 40 horas,Universidad,Médico,Formal
2021,11967033,Hombre,29,Marzo,Empleado,Industria manufacturera,"Más de $20,000",20 a 40 horas,Posgrado,Ingeniero,Formal
2021,10827551,Hombre,58,Octubre,Trabajador familiar no remunerado,Agricultura,"$15,001 - $20,000",Menos de 20 horas,Secundaria,Técnico,Informal
2021,12140789,Mujer,24,Mayo,Trabajador por cuenta propia,Industria manufacturera,"$15,001 - $20,000",Menos de 20 horas,Universidad,Agricultor,Formal
2021,10374063,Hombre,64,Abril,Empleado,Comercio,"Más de $20,000",Más de 40 horas,Secundaria,Agricultor,Formal
2021,11826049,Hombre,54,Abril,Trabajador sin pago,Industria manufacturera,"Más de $20,000",Menos de 20 horas,Secundaria,Comerciante,Formal
2021,12061239,Hombre,65,Octubre,Trabajador sin pago,Salud,"$5,001 - $10,000",Menos de 20 horas,Preparatoria,Enfermero,Formal
2021,10976798,Mujer,27,Septiembre,Trabajador familiar no remunerado,Industria manufacturera,"Más de $20,000",Menos de 20 horas,Primaria,Comerciante,Formal
2021,11517020,Mujer,65,Septiembre,Trabajador sin pago,Construcción,"Menos de $5,000",Más de 40 horas,Preparatoria,Docente,Informal
2021,10609277,Hombre,61,Julio,Empleado,Salud,"Menos de $5,000",Menos de 20 horas,Universidad,Abogado,Formal
2021,10221884,Hombre,52,Marzo,Trabajador sin pago,Industria manufacturera,"$10,001 - $15,000",Menos de 20 horas,Posgrado,Comerciante,Informal
2021,10454306,Hombre,64,Julio,Empleado,Educación,"Menos de $5,000",Más de 40 horas,Universidad,Comerciante,Formal
2021,11994292,Hombre,20,Mayo,Empleador,Agricultura,"$5,001 - $10,000",20 a 40 horas,Primaria,Enfermero,Formal
2021,11039827,Hombre,39,Diciembre,Trabajador sin pago,Industria manufacturera,"$5,001 - $10,000",20 a 40 horas,Preparatoria,Médico,Informal
2021,10365393,Hombre,62,Junio,Trabajador sin pago,Salud,"Más de $20,000",20 a 40 horas,Universidad,Abogado,Formal
2021,10940776,Hombre,57,Enero,Empleado,Salud,"$10,001 - $15,000",Más de 40 horas,Secundaria,Agricultor,Formal
2021,10969063,Mujer,46,Noviembre,Trabajador por cuenta propia,Agricultura,"$10,001 - $15,000",20 a 40 horas,Preparatoria,Abogado,Informal
2021,11391391,Hombre,40,Junio,Empleado,Agricultura,"$15,001 - $20,000",20 a 40 horas,Primaria,Agricultor,Formal
2021,11584171,Hombre,50,Abril,Trabajador familiar no remunerado,Industria manufacturera,"$5,001 - $10,000",20 a 40 horas,Sin estudios,Médico,Informal
2021,11805808,Mujer,44,Enero,Empleador,Comercio,"$10,001 - $15,000",Menos de 20 horas,Universidad,Ingeniero,Informal
2021,11892900,Mujer,34,Febrero,Trabajador familiar no remunerado,Agricultura,"Menos de $5,000",Menos de 20 horas,Universidad,Enfermero,Informal
2021,11530865,Hombre,39,Septiembre,Empleador,Industria manufacturera,"$10,001 - $15,000",Menos de 20 horas,Secundaria,Ingeniero,Formal
2021,10596171,Hombre,26,Agosto,Trabajador por cuenta propia,Agricultura,"$10,001 - $15,000",Menos de 20 horas,Preparatoria,Agricultor,Formal
2021,11085460,Hombre,50,Febrero,Empleador,Salud,"$10,001 - $15,000",Más de 40 horas,Secundaria,Enfermero,Formal
2021,11309117,Hombre,55,Junio,Trabajador por cuenta propia,Agricultura,"Más de $20,000",20 a 40 horas,Universidad,Docente,Informal
2021,11238713,Mujer,34,Diciembre,Trabajador sin pago,Salud,"Menos de $5,000",Más de 40 horas,Primaria,Médico,Informal
2021,12168144,Mujer,35,Junio,Empleador,Agricultura,"$5,001 - $10,000",20 a 40 horas,Universidad,Enfermero,Formal
2021,11973893,Mujer,25,Agosto,Empleador,Comercio,"Menos de $5,000",Más de 40 horas,Preparatoria,Ingeniero,Formal
2021,11788716,Mujer,35,Diciembre,Empleado,Comercio,"$10,001 - $15,000",Menos de 20 horas,Universidad,Ingeniero,Informal
2021,10631062,Mujer,46,Noviembre,Empleador,Educación,"$5,001 - $10,000",Más de 40 horas,Primaria,Abogado,Informal
2021,10795517,Mujer,46,Enero,Empleador,Agricultura,"$5,001 - $10,000",Más de 40 horas,Sin estudios,Docente,Formal
2021,12175684,Mujer,30,Septiembre,Trabajador familiar no remunerado,Agricultura,"$5,001 - $10,000",Más de 40 horas,Primaria,Agricultor,Formal
2021,10931236,Mujer,28,Enero,Empleador,Agricultura,"$5,001 - $10,000",Menos de 20 horas,Sin estudios,Docente,Informal
2021,11144159,Mujer,26,Enero,Empleador,Construcción,"$10,001 - $15,000",Menos de 20 horas,Sin estudios,Docente,Informal
2021,11645917,Mujer,24,Octubre,Trabajador por cuenta propia,Comercio,"$10,001 - $15,000",20 a 40 horas,Primaria,Ingeniero,Formal
2021,11503137,Mujer,63,Octubre,Empleador,Agricultura,"$5,001 - $10,000",Menos de 20 horas,Secundaria,Enfermero,Formal
2021,11431828,Mujer,27,Diciembre,Trabajador familiar no remunerado,Servicios,"Más de $20,000",20 a 40 horas,Primaria,Médico,Formal
2021,10982645,Hombre,49,Mayo,Trabajador por cuenta propia,Comercio,"$10,001 - $15,000",Menos de 20 horas,Secundaria,Abogado,Formal
2021,11079159,Hombre,24,Septiembre,Trabajador sin pago,Agricultura,"Menos de $5,000",Menos de 20 horas,Secundaria,Agricultor,Informal
2021,10408072,Mujer,31,Enero,Trabajador familiar no remunerado,Agricultura,"$5,001 - $10,000",Más de 40 horas,Preparatoria,Enfermero,Formal
2021,10317630,Hombre,20,Enero,Trabajador sin pago,Servicios,"$5,001 - $10,000",20 a 40 horas,Preparatoria,Médico,Formal
2021,11397979,Mujer,30,Julio,Trabajador sin pago,Educación,"Menos de $5,000",Menos de 20 horas,Secundaria,Enfermero,Informal
2021,11468599,Mujer,19,Enero,Empleado,Industria manufacturera,"$5,001 - $10,000",Menos de 20 horas,Secundaria,Docente,Formal
2021,11874638,Mujer,31,Octubre,Trabajador familiar no remunerado,Agricultura,"$5,001 - $10,000",Menos de 20 horas,Posgrado,Enfermero,Formal
2021,10536063,Hombre,24,Abril,Trabajador sin pago,Construcción,"$15,001 - $20,000",Más de 40 horas,Sin estudios,Enfermero,Formal
2021,11573814,Mujer,49,Marzo,Trabajador por cuenta propia,Agricultura,"Menos de $5,000",20 a 40 horas,Secundaria,Técnico,Informal
2021,11861672,Hombre,49,Febrero,Trabajador sin pago,Comercio,"Más de $20,000",Menos de 20 horas,Preparatoria,Docente,Informal
2021,10738622,Mujer,33,Julio,Empleado,Comercio,"$5,001 - $10,000",20 a 40 horas,Secundaria,Médico,Formal
2021,10956119,Hombre,23,Noviembre,Trabajador familiar no remunerado,Agricultura,"$5,001 - $10,000",20 a 40 horas,Primaria,Abogado,Informal
2021,11784039,Hombre,27,Diciembre,Empleado,Educación,"$10,001 - $15,000",20 a 40 horas,Posgrado,Enfermero,Informal
2021,12052418,Hombre,42,Octubre,Empleado,Comercio,"$5,001 - $10,000",20 a 40 horas,Posgrado,Comerciante,Informal
2021,10397915,Hombre,26,Agosto,Trabajador familiar no remunerado,Agricultura,"$15,001 - $20,000",Más de 40 horas,Secundaria,Docente,Formal
2021,10766961,Mujer,62,Junio,Trabajador sin pago,Educación,"$10,001 - $15,000",Menos de 20 horas,Preparatoria,Docente,Formal
2021,10421813,Hombre,54,Noviembre,Empleado,Servicios,"Más de $20,000",Más de 40 horas,Sin estudios,Médico,Informal
2021,11333495,Mujer,62,Mayo,Trabajador sin pago,Construcción,"Más de $20,000",20 a 40 horas,Secundaria,Enfermero,Informal
2021,11859190,Mujer,26,Abril,Trabajador familiar no remunerado,Industria manufacturera,"Menos de $5,000",Menos de 20 horas,Universidad,Técnico,Informal
2021,11156692,Mujer,19,Septiembre,Trabajador por cuenta propia,Industria manufacturera,"Más de $20,000",Menos de 20 horas,Universidad,Ingeniero,Formal
2021,11229063,Mujer,57,Octubre,Trabajador por cuenta propia,Agricultura,"$15,001 - $20,000",20 a 40 horas,Sin estudios,Docente,Informal
2021,11398062,Hombre,43,Octubre,Trabajador por cuenta propia,Construcción,"$5,001 - $10,000",20 a 40 horas,Primaria,Técnico,Informal
2021,11269257,Mujer,35,Agosto,Empleado,Educación,"$5,001 - $10,000",Menos de 20 horas,Primaria,Agricultor,Informal
2021,10775292,Mujer,29,Marzo,Empleado,Comercio,"Menos de $5,000",Menos de 20 horas,Primaria,Enfermero,Formal
2021,12016594,Hombre,40,Junio,Empleado,Comercio,"$5,001 - $10,000",Menos de 20 horas,Sin estudios,Docente,Formal
2021,11350379,Mujer,33,Mayo,Trabajador familiar no remunerado,Industria manufacturera,"$5,001 - $10,000",Más de 40 horas,Sin estudios,Docente,Formal
2021,11282461,Hombre,25,Mayo,Empleado,Industria manufacturera,"Menos de $5,000",Menos de 20 horas,Universidad,Ingeniero,Informal
2021,11390589,Hombre,33,Marzo,Trabajador familiar no remunerado,Comercio,"$15,001 - $20,000",Más de 40 horas,Universidad,Enfermero,Formal
2021,11014124,Hombre,52,Diciembre,Empleador,Servicios,"Más de $20,000",Menos de 20 horas,Universidad,Agricultor,Informal
2021,10741092,Mujer,33,Enero,Empleado,Agricultura,"Más de $20,000",Más de 40 horas,Universidad,Técnico,Formal
2021,10722277,Mujer,25,Febrero,Trabajador por cuenta propia,Industria manufacturera,"Menos de $5,000",Menos de 20 horas,Universidad,Ingeniero,Informal
2021,10393917,Mujer,62,Mayo,Empleador,Educación,"$5,001 - $10,000",Más de 40 horas,Secundaria,Médico,Formal
2021,10596597,Mujer,60,Enero,Empleado,Servicios,"$5,001 - $10,000",20 a 40 horas,Primaria,Técnico,Informal
2021,11062172,Hombre,46,Junio,Trabajador familiar no remunerado,Educación,"Más de $20,000",Más de 40 horas,Secundaria,Técnico,Informal
2021,12010324,Mujer,45,Agosto,Trabajador por cuenta propia,Salud,"Menos de $5,000",Menos de 20 horas,Sin estudios,Médico,Informal
2021,12048082,Hombre,26,Diciembre,Trabajador sin pago,Agricultura,"Más de $20,000",Menos de 20 horas,Primaria,Abogado,Informal
2021,11450874,Mujer,18,Marzo,Trabajador familiar no remunerado,Comercio,"Menos de $5,000",Más de 40 horas,Secundaria,Ingeniero,Informal
2021,10749621,Mujer,26,Agosto,Trabajador por cuenta propia,Construcción,"$10,001 - $15,000",Más de 40 horas,Primaria,Agricultor,Informal
2021,10535060,Hombre,40,Agosto,Empleado,Agricultura,"$10,001 - $15,000",Menos de 20 horas,Primaria,Ingeniero,Formal
2021,11356915,Mujer,24,Septiembre,Empleado,Salud,"$15,001 - $20,000",Menos de 20 horas,Posgrado,Médico,Informal
2021,10925513,Hombre,36,Noviembre,Trabajador familiar no remunerado,Agricultura,"Menos de $5,000",Menos de 20 horas,Preparatoria,Médico,Formal
2021,10316143,Mujer,45,Julio,Empleado,Agricultura,"Menos de $5,000",Menos de 20 horas,Universidad,Abogado,Formal
2021,11161085,Hombre,19,Febrero,Trabajador por cuenta propia,Comercio,"$5,001 - $10,000",Más de 40 horas,Posgrado,Agricultor,Formal
2021,10935780,Hombre,26,Enero,Empleador,Educación,"$10,001 - $15,000",Menos de 20 horas,Preparatoria,Agricultor,Informal
2021,11775863,Mujer,32,Diciembre,Empleador,Servicios,"$15,001 - $20,000",Más de 40 horas,Sin estudios,Técnico,Formal
2021,12074505,Hombre,46,Julio,Trabajador por cuenta propia,Construcción,"$10,001 - $15,000",20 a 40 horas,Sin estudios,Ingeniero,Formal
2021,10898134,Hombre,18,Junio,Trabajador familiar no remunerado,Salud,"$5,001 - $10,000",Más de 40 horas,Secundaria,Enfermero,Formal
2021,10744154,Hombre,40,Septiembre,Trabajador familiar no remunerado,Agricultura,"$15,001 - $20,000",20 a 40 horas,Universidad,Médico,Formal
2021,12171744,Mujer,24,Diciembre,Trabajador por cuenta propia,Construcción,"$15,001 - $20,000",Más de 40 horas,Primaria,Agricultor,Informal
2021,10207955,Mujer,44,Diciembre,Trabajador familiar no remunerado,Servicios,"$15,001 - $20,000",Menos de 20 horas,Primaria,Técnico,Formal
2021,12143216,Mujer,44,Septiembre,Trabajador familiar no remunerado,Educación,"$10,001 - $15,000",Más de 40 horas,Secundaria,Enfermero,Informal
2021,11940362,Hombre,60,Marzo,Trabajador sin pago,Agricultura,"$5,001 - $10,000",20 a 40 horas,Sin estudios,Docente,Informal
2021,12155907,Hombre,50,Mayo,Trabajador sin pago,Educación,"$15,001 - $20,000",20 a 40 horas,Primaria,Médico,Formal
2021,10856842,Mujer,31,Mayo,Empleado,Servicios,"$15,001 - $20,000",Más de 40 horas,Preparatoria,Médico,Formal
2021,10516283,Hombre,39,Noviembre,Trabajador familiar no remunerado,Construcción,"$10,001 - $15,000",Más de 40 horas,Posgrado,Comerciante,Formal
